epo_warden_unarmed_idle	8	588b97bf-f99b-4c32-ae04-0e34a28ad635	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_unarmed_attack	8	50a2de94-5797-4393-ab77-ff87378e6fd3	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_unarmed_hit	6	1f17cc92-49d6-4388-a88c-f473f54edc5f	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_unarmed_stagger	8	74c5fc41-1fa8-4243-a7aa-d6c7d98cb688	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_unarmed_brace	6	64584ffe-b046-447d-b49d-25e87ea24ce2	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_steel_idle	8	277750b4-7dda-4d09-8a2b-aafa63ec2aac	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_steel_attack	8	3b85e8c7-8d5f-480b-bb59-d412a518f38b	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_steel_hit	6	99fef566-1c2a-4700-8410-05adc400574f	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_steel_stagger	8	96d88d7f-bb39-4be7-b888-ae33b9c39016	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_steel_brace	6	5644f565-bf15-4a1b-926a-54ca683bdaff	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_bronze_idle	8	008fe823-adb0-4fab-a761-67e810fa238e	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_bronze_attack	8	42d16c13-2f25-4d71-a82d-b77cd70b4a46	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_longsword_idle	8	284b0bb0-4b5d-45dd-90e7-7ec94ccb9988	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_longsword_attack	8	4f1b75ae-91cb-4f64-bc24-d46142d060c2	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_longsword_hit	6	552e57de-5e12-42e7-af18-1829605cbcaa	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_longsword_stagger	8	28903c88-377c-4b61-a600-c705b7f90f48	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_longsword_brace	6	30f9dd99-e689-4d02-9cc1-bc8eb5d32247	east	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_idle_breathe	8	16b436fc-8be7-4be2-8671-56c11cbee4de	south	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_look_around	7	d098aeda-c9be-42c4-874e-de5054b5baf1	south	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_walk_west	6	51c28e11-8655-4052-aae1-aeb887d790be	west	76bf1ace-862b-4f94-916c-bddfc692efac
epo_warden_forage	9	3e97f6cf-c936-4397-a286-b078c88ab52a	west	76bf1ace-862b-4f94-916c-bddfc692efac
